Fp,Block,Trial,Stimulus,Cue1_English,Cue2_English,Criterium_English,Response_as numeric output,condition,response_raw,Experiment
165,3,47,11,Average,A little,Somewhat high,60,1,Somewhat high,1
165,3,48,23,Very much,Very much,Normal,50,1,Normal,1
165,3,49,17,A lot,Average,Somewhat high,80,1,Very high,1
165,3,50,19,A lot,Very much,Somewhat low,30,1,Low,1
165,3,51,4,Very little,A lot,Very low,20,1,Very low,1
165,3,52,15,A lot,Very little,Very high,80,1,Very high,1
165,3,53,9,A little,Very much,Very low,30,1,Low,1
165,3,54,12,Average,Average,Normal,50,1,Normal,1
165,3,55,21,Very much,Average,High,60,1,Somewhat high,1
165,3,56,18,A lot,A lot,Normal,50,1,Normal,1
165,3,57,7,A little,Average,Somewhat low,40,1,Somewhat low,1
165,3,58,14,Average,Very much,Low,30,1,Low,1
165,3,59,3,Very little,Average,Low,30,1,Low,1
165,3,60,20,Very much,A little,Very high,80,1,Very high,1
165,3,61,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
165,3,62,5,A little,Very little,Somewhat high,60,1,Somewhat high,1
165,3,63,8,A little,A lot,Low,30,1,Low,1
165,3,64,10,Average,Very little,High,70,1,High,1
165,3,65,16,A lot,A little,High,80,1,Very high,1
165,3,66,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
165,3,67,6,A little,A little,Normal,50,1,Normal,1
165,3,68,13,Average,A lot,Somewhat low,30,1,Low,1
165,3,69,1,Very little,Very little,Normal,50,1,Normal,1
165,4,70,11,Average,A little,Somewhat high,60,1,Somewhat high,1
165,4,71,5,A little,Very little,Somewhat high,60,1,Somewhat high,1
165,4,72,9,A little,Very much,Very low,20,1,Very low,1
165,4,73,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
165,4,74,22,Very much,A lot,Somewhat high,20,1,Very low,1
165,4,75,17,A lot,Average,Somewhat high,40,1,Somewhat low,1
165,4,76,21,Very much,Average,High,60,1,Somewhat high,1
165,4,77,7,A little,Average,Somewhat low,40,1,Somewhat low,1
165,4,78,1,Very little,Very little,Normal,50,1,Normal,1
165,4,79,15,A lot,Very little,Very high,80,1,Very high,1
165,4,80,12,Average,Average,Normal,50,1,Normal,1
165,4,81,23,Very much,Very much,Normal,50,1,Normal,1
165,4,82,6,A little,A little,Normal,50,1,Normal,1
165,4,83,18,A lot,A lot,Normal,50,1,Normal,1
165,4,84,13,Average,A lot,Somewhat low,40,1,Somewhat low,1
165,4,85,8,A little,A lot,Low,30,1,Low,1
165,4,86,20,Very much,A little,Very high,80,1,Very high,1
165,4,87,19,A lot,Very much,Somewhat low,40,1,Somewhat low,1
165,4,88,4,Very little,A lot,Very low,20,1,Very low,1
165,4,89,14,Average,Very much,Low,30,1,Low,1
165,4,90,10,Average,Very little,High,70,1,High,1
165,4,91,3,Very little,Average,Low,30,1,Low,1
165,4,92,16,A lot,A little,High,70,1,High,1
165,5,93,14,Average,Very much,Low,30,1,Low,1
165,5,94,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
165,5,95,5,A little,Very little,Somewhat high,60,1,Somewhat high,1
165,5,96,8,A little,A lot,Low,30,1,Low,1
165,5,97,21,Very much,Average,High,70,1,High,1
165,5,98,20,Very much,A little,Very high,80,1,Very high,1
165,5,99,19,A lot,Very much,Somewhat low,40,1,Somewhat low,1
165,5,100,3,Very little,Average,Low,30,1,Low,1
165,5,101,9,A little,Very much,Very low,20,1,Very low,1
165,5,102,10,Average,Very little,High,70,1,High,1
165,5,103,7,A little,Average,Somewhat low,40,1,Somewhat low,1
165,5,104,16,A lot,A little,High,70,1,High,1
165,5,105,12,Average,Average,Normal,50,1,Normal,1
165,5,106,1,Very little,Very little,Normal,50,1,Normal,1
165,5,107,13,Average,A lot,Somewhat low,40,1,Somewhat low,1
165,5,108,11,Average,A little,Somewhat high,60,1,Somewhat high,1
165,5,109,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
165,5,110,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
165,5,111,15,A lot,Very little,Very high,80,1,Very high,1
165,5,112,4,Very little,A lot,Very low,20,1,Very low,1
165,5,113,18,A lot,A lot,Normal,50,1,Normal,1
165,5,114,23,Very much,Very much,Normal,50,1,Normal,1
165,5,115,6,A little,A little,Normal,50,1,Normal,1
165,6,116,23,Very much,Very much,Normal,50,1,Normal,1
165,6,117,4,Very little,A lot,Very low,20,1,Very low,1
165,6,118,15,A lot,Very little,Very high,70,1,High,1
165,6,119,13,Average,A lot,Somewhat low,40,1,Somewhat low,1
165,6,120,7,A little,Average,Somewhat low,40,1,Somewhat low,1
165,6,121,16,A lot,A little,High,70,1,High,1
165,6,122,18,A lot,A lot,Normal,50,1,Normal,1
165,6,123,6,A little,A little,Normal,50,1,Normal,1
165,6,124,11,Average,A little,Somewhat high,60,1,Somewhat high,1
165,6,125,14,Average,Very much,Low,30,1,Low,1
165,6,126,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
165,6,127,5,A little,Very little,Somewhat high,60,1,Somewhat high,1
165,6,128,3,Very little,Average,Low,30,1,Low,1
165,6,129,21,Very much,Average,High,70,1,High,1
165,6,130,8,A little,A lot,Low,30,1,Low,1
165,6,131,1,Very little,Very little,Normal,50,1,Normal,1
165,6,132,9,A little,Very much,Very low,20,1,Very low,1
165,6,133,19,A lot,Very much,Somewhat low,40,1,Somewhat low,1
165,6,134,12,Average,Average,Normal,50,1,Normal,1
165,6,135,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
165,6,136,10,Average,Very little,High,70,1,High,1
165,6,137,20,Very much,A little,Very high,80,1,Very high,1
165,6,138,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
165,7,139,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
165,7,140,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
165,7,141,13,Average,A lot,Somewhat low,40,1,Somewhat low,1
165,7,142,18,A lot,A lot,Normal,50,1,Normal,1
165,7,143,11,Average,A little,Somewhat high,40,1,Somewhat low,1
165,7,144,4,Very little,A lot,Very low,20,1,Very low,1
165,7,145,15,A lot,Very little,Very high,80,1,Very high,1
165,7,146,23,Very much,Very much,Normal,50,1,Normal,1
165,7,147,14,Average,Very much,Low,30,1,Low,1
165,7,148,12,Average,Average,Normal,50,1,Normal,1
165,7,149,9,A little,Very much,Very low,20,1,Very low,1
165,7,150,16,A lot,A little,High,70,1,High,1
165,7,151,10,Average,Very little,High,70,1,High,1
165,7,152,21,Very much,Average,High,70,1,High,1
165,7,153,1,Very little,Very little,Normal,50,1,Normal,1
165,7,154,3,Very little,Average,Low,30,1,Low,1
165,7,155,6,A little,A little,Normal,50,1,Normal,1
165,7,156,8,A little,A lot,Low,30,1,Low,1
165,7,157,20,Very much,A little,Very high,80,1,Very high,1
165,7,158,19,A lot,Very much,Somewhat low,40,1,Somewhat low,1
165,7,159,7,A little,Average,Somewhat low,40,1,Somewhat low,1
165,7,160,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
165,7,161,5,A little,Very little,Somewhat high,60,1,Somewhat high,1
165,8,162,6,A little,A little,Normal,50,1,Normal,1
165,8,163,10,Average,Very little,High,70,1,High,1
165,8,164,9,A little,Very much,Very low,20,1,Very low,1
165,8,165,19,A lot,Very much,Somewhat low,40,1,Somewhat low,1
165,8,166,21,Very much,Average,High,30,1,Low,1
165,8,167,13,Average,A lot,Somewhat low,40,1,Somewhat low,1
165,8,168,5,A little,Very little,Somewhat high,60,1,Somewhat high,1
165,8,169,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
165,8,170,8,A little,A lot,Low,30,1,Low,1
165,8,171,3,Very little,Average,Low,30,1,Low,1
165,8,172,1,Very little,Very little,Normal,50,1,Normal,1
165,8,173,11,Average,A little,Somewhat high,60,1,Somewhat high,1
165,8,174,18,A lot,A lot,Normal,50,1,Normal,1
165,8,175,15,A lot,Very little,Very high,80,1,Very high,1
165,8,176,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
165,8,177,7,A little,Average,Somewhat low,40,1,Somewhat low,1
165,8,178,16,A lot,A little,High,70,1,High,1
165,8,179,4,Very little,A lot,Very low,20,1,Very low,1
165,8,180,23,Very much,Very much,Normal,50,1,Normal,1
165,8,181,12,Average,Average,Normal,50,1,Normal,1
165,8,182,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
165,8,183,14,Average,Very much,Low,30,1,Low,1
165,8,184,20,Very much,A little,Very high,80,1,Very high,1
165,9,185,23,Very much,Very much,Normal,50,1,Normal,1
165,9,186,19,A lot,Very much,Somewhat low,40,1,Somewhat low,1
165,9,187,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
165,9,188,12,Average,Average,Normal,50,1,Normal,1
165,9,189,3,Very little,Average,Low,30,1,Low,1
165,9,190,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
165,9,191,6,A little,A little,Normal,50,1,Normal,1
165,9,192,10,Average,Very little,High,70,1,High,1
165,9,193,13,Average,A lot,Somewhat low,40,1,Somewhat low,1
165,9,194,8,A little,A lot,Low,30,1,Low,1
165,9,195,7,A little,Average,Somewhat low,40,1,Somewhat low,1
165,9,196,14,Average,Very much,Low,30,1,Low,1
165,9,197,15,A lot,Very little,Very high,80,1,Very high,1
165,9,198,16,A lot,A little,High,70,1,High,1
165,9,199,9,A little,Very much,Very low,20,1,Very low,1
165,9,200,11,Average,A little,Somewhat high,60,1,Somewhat high,1
165,9,201,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
165,9,202,5,A little,Very little,Somewhat high,60,1,Somewhat high,1
165,9,203,4,Very little,A lot,Very low,20,1,Very low,1
165,9,204,20,Very much,A little,Very high,80,1,Very high,1
165,9,205,21,Very much,Average,High,70,1,High,1
165,9,206,1,Very little,Very little,Normal,50,1,Normal,1
165,9,207,18,A lot,A lot,Normal,50,1,Normal,1
165,10,208,4,Very little,A lot,Very low,20,1,Very low,1
165,10,209,7,A little,Average,Somewhat low,40,1,Somewhat low,1
165,10,210,1,Very little,Very little,Normal,50,1,Normal,1
165,10,211,15,A lot,Very little,Very high,80,1,Very high,1
165,10,212,12,Average,Average,Normal,50,1,Normal,1
165,10,213,6,A little,A little,Normal,50,1,Normal,1
165,10,214,18,A lot,A lot,Normal,50,1,Normal,1
165,10,215,14,Average,Very much,Low,30,1,Low,1
165,10,216,19,A lot,Very much,Somewhat low,40,1,Somewhat low,1
165,10,217,16,A lot,A little,High,70,1,High,1
165,10,218,8,A little,A lot,Low,30,1,Low,1
165,10,219,10,Average,Very little,High,70,1,High,1
165,10,220,21,Very much,Average,High,70,1,High,1
165,10,221,11,Average,A little,Somewhat high,60,1,Somewhat high,1
165,10,222,5,A little,Very little,Somewhat high,60,1,Somewhat high,1
165,10,223,9,A little,Very much,Very low,20,1,Very low,1
165,10,224,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
165,10,225,23,Very much,Very much,Normal,50,1,Normal,1
165,10,226,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
165,10,227,13,Average,A lot,Somewhat low,40,1,Somewhat low,1
165,10,228,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
165,10,229,20,Very much,A little,Very high,80,1,Very high,1
165,10,230,3,Very little,Average,Low,30,1,Low,1
165,11,1,25,Very much,Very much,Normal,50,1,Normal,1
165,11,2,8,A little,Average,Somewhat low,40,1,Somewhat low,1
165,11,3,18,A lot,Average,Somewhat high,60,1,Somewhat high,1
165,11,4,19,A lot,A lot,Normal,50,1,Normal,1
165,11,5,17,A lot,A little,High,70,1,High,1
165,11,6,3,Very little,Average,Low,30,1,Low,1
165,11,7,24,Very much,A lot,Somewhat high,60,1,Somewhat high,1
165,11,8,21,Very much,Very little,Extremely high,90,1,Extremely high,1
165,11,9,4,Very little,A lot,Very low,20,1,Very low,1
165,11,10,23,Very much,Average,High,70,1,High,1
165,11,11,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
165,11,12,13,Average,Average,Normal,50,1,Normal,1
165,11,13,5,Very little,Very much,Extremely low,10,1,Extremely low,1
165,11,14,15,Average,Very much,Low,30,1,Low,1
165,11,15,7,A little,A little,Normal,50,1,Normal,1
165,11,16,12,Average,A little,Somewhat high,60,1,Somewhat high,1
165,11,17,9,A little,A lot,Low,30,1,Low,1
165,11,18,6,A little,Very little,Somewhat high,60,1,Somewhat high,1
165,11,19,14,Average,A lot,Somewhat low,40,1,Somewhat low,1
165,11,20,10,A little,Very much,Very low,20,1,Very low,1
165,11,21,1,Very little,Very little,Normal,50,1,Normal,1
165,11,22,16,A lot,Very little,Very high,80,1,Very high,1
165,11,23,20,A lot,Very much,Somewhat low,40,1,Somewhat low,1
165,11,24,22,Very much,A little,Very high,80,1,Very high,1
165,11,25,11,Average,Very little,High,70,1,High,1
165,12,26,7,A little,A little,Normal,50,1,Normal,1
165,12,27,6,A little,Very little,Somewhat high,60,1,Somewhat high,1
165,12,28,21,Very much,Very little,Extremely high,90,1,Extremely high,1
165,12,29,18,A lot,Average,Somewhat high,60,1,Somewhat high,1
165,12,30,14,Average,A lot,Somewhat low,40,1,Somewhat low,1
165,12,31,9,A little,A lot,Low,30,1,Low,1
165,12,32,22,Very much,A little,Very high,80,1,Very high,1
165,12,33,15,Average,Very much,Low,30,1,Low,1
165,12,34,24,Very much,A lot,Somewhat high,60,1,Somewhat high,1
165,12,35,16,A lot,Very little,Very high,80,1,Very high,1
165,12,36,17,A lot,A little,High,70,1,High,1
165,12,37,5,Very little,Very much,Extremely low,10,1,Extremely low,1
165,12,38,19,A lot,A lot,Normal,50,1,Normal,1
165,12,39,10,A little,Very much,Very low,20,1,Very low,1
165,12,40,3,Very little,Average,Low,30,1,Low,1
165,12,41,1,Very little,Very little,Normal,50,1,Normal,1
165,12,42,25,Very much,Very much,Normal,50,1,Normal,1
165,12,43,13,Average,Average,Normal,50,1,Normal,1
165,12,44,20,A lot,Very much,Somewhat low,40,1,Somewhat low,1
165,12,45,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
165,12,46,23,Very much,Average,High,70,1,High,1
165,12,47,8,A little,Average,Somewhat low,40,1,Somewhat low,1
165,12,48,11,Average,Very little,High,70,1,High,1
165,12,49,4,Very little,A lot,Very low,20,1,Very low,1
165,12,50,12,Average,A little,Somewhat high,60,1,Somewhat high,1
166,1,1,13,3,4,40,50,2,50,1
166,1,2,5,2,1,60,10,2,10,1
166,1,3,20,5,2,80,70,2,70,1
166,1,4,6,2,2,50,20,2,20,1
166,1,5,22,5,4,60,60,2,60,1
166,1,6,23,5,5,50,60,2,60,1
166,1,7,15,4,1,80,70,2,70,1
166,1,8,1,1,1,50,20,2,20,1
166,1,9,14,3,5,30,30,2,30,1
166,1,10,12,3,3,50,50,2,50,1
166,1,11,9,2,5,20,20,2,20,1
166,1,12,3,1,3,30,10,2,10,1
166,1,13,2,1,2,40,20,2,20,1
166,1,14,11,3,2,60,40,2,40,1
166,1,15,7,2,3,40,60,2,60,1
166,1,16,4,1,4,20,30,2,30,1
166,1,17,17,4,3,60,40,2,40,1
166,1,18,18,4,4,50,50,2,50,1
166,1,19,19,4,5,40,40,2,40,1
166,1,20,16,4,2,70,60,2,60,1
166,1,21,21,5,3,70,70,2,70,1
166,1,22,8,2,4,30,40,2,40,1
166,1,23,10,3,1,70,60,2,60,1
166,2,24,8,2,4,30,30,2,30,1
166,2,25,21,5,3,70,70,2,70,1
166,2,26,7,2,3,40,30,2,30,1
166,2,27,4,1,4,20,30,2,30,1
166,2,28,17,4,3,60,60,2,60,1
166,2,29,5,2,1,60,60,2,60,1
166,2,30,10,3,1,70,80,2,80,1
166,2,31,2,1,2,40,40,2,40,1
166,2,32,11,3,2,60,60,2,60,1
166,2,33,19,4,5,40,40,2,40,1
166,2,34,13,3,4,40,40,2,40,1
166,2,35,18,4,4,50,50,2,50,1
166,2,36,9,2,5,20,20,2,20,1
166,2,37,20,5,2,80,80,2,80,1
166,2,38,22,5,4,60,60,2,60,1
166,2,39,15,4,1,80,80,2,80,1
166,2,40,14,3,5,30,30,2,30,1
166,2,41,1,1,1,50,50,2,50,1
166,2,42,3,1,3,30,20,2,20,1
166,2,43,12,3,3,50,50,2,50,1
166,2,44,23,5,5,50,50,2,50,1
166,2,45,16,4,2,70,70,2,70,1
166,2,46,6,2,2,50,50,2,50,1
166,3,47,5,2,1,60,60,2,60,1
166,3,48,11,3,2,60,60,2,60,1
166,3,49,17,4,3,60,60,2,60,1
166,3,50,9,2,5,20,20,2,20,1
166,3,51,23,5,5,50,50,2,50,1
166,3,52,2,1,2,40,40,2,40,1
166,3,53,16,4,2,70,70,2,70,1
166,3,54,20,5,2,80,80,2,80,1
166,3,55,18,4,4,50,50,2,50,1
166,3,56,7,2,3,40,40,2,40,1
166,3,57,4,1,4,20,20,2,20,1
166,3,58,19,4,5,40,40,2,40,1
166,3,59,1,1,1,50,50,2,50,1
166,3,60,10,3,1,70,70,2,70,1
166,3,61,21,5,3,70,70,2,70,1
166,3,62,15,4,1,80,80,2,80,1
166,3,63,3,1,3,30,30,2,30,1
166,3,64,12,3,3,50,50,2,50,1
166,3,65,6,2,2,50,50,2,50,1
166,3,66,13,3,4,40,40,2,40,1
166,3,67,22,5,4,60,60,2,60,1
166,3,68,14,3,5,30,30,2,30,1
166,3,69,8,2,4,30,30,2,30,1
166,4,70,14,3,5,30,30,2,30,1
166,4,71,22,5,4,60,60,2,60,1
166,4,72,6,2,2,50,50,2,50,1
166,4,73,2,1,2,40,40,2,40,1
166,4,74,5,2,1,60,60,2,60,1
166,4,75,20,5,2,80,80,2,80,1
166,4,76,12,3,3,50,50,2,50,1
166,4,77,1,1,1,50,50,2,50,1
166,4,78,16,4,2,70,70,2,70,1
166,4,79,9,2,5,20,20,2,20,1
166,4,80,23,5,5,50,50,2,50,1
166,4,81,15,4,1,80,80,2,80,1
166,4,82,19,4,5,40,40,2,40,1
166,4,83,21,5,3,70,70,2,70,1
166,4,84,3,1,3,30,30,2,30,1
166,4,85,11,3,2,60,60,2,60,1
166,4,86,8,2,4,30,30,2,30,1
166,4,87,18,4,4,50,50,2,50,1
166,4,88,17,4,3,60,60,2,60,1
166,4,89,10,3,1,70,70,2,70,1
166,4,90,13,3,4,40,40,2,40,1
166,4,91,4,1,4,20,20,2,20,1
166,4,92,7,2,3,40,40,2,40,1
166,5,93,13,3,4,40,40,2,40,1
166,5,94,3,1,3,30,30,2,30,1
166,5,95,22,5,4,60,60,2,60,1
166,5,96,18,4,4,50,50,2,50,1
166,5,97,14,3,5,30,30,2,30,1
166,5,98,19,4,5,40,40,2,40,1
166,5,99,16,4,2,70,70,2,70,1
166,5,100,12,3,3,50,50,2,50,1
166,5,101,23,5,5,50,50,2,50,1
166,5,102,8,2,4,30,30,2,30,1
166,5,103,11,3,2,60,60,2,60,1
166,5,104,6,2,2,50,50,2,50,1
166,5,105,17,4,3,60,60,2,60,1
166,5,106,2,1,2,40,40,2,40,1
166,5,107,9,2,5,20,20,2,20,1
166,5,108,10,3,1,70,70,2,70,1
166,5,109,7,2,3,40,40,2,40,1
166,5,110,21,5,3,70,70,2,70,1
166,5,111,5,2,1,60,70,2,70,1
166,5,112,15,4,1,80,90,2,90,1
166,5,113,20,5,2,80,80,2,80,1
166,5,114,4,1,4,20,80,2,80,1
166,5,115,1,1,1,50,50,2,50,1
166,6,116,13,3,4,40,40,2,40,1
166,6,117,8,2,4,30,30,2,30,1
166,6,118,4,1,4,20,20,2,20,1
166,6,119,12,3,3,50,50,2,50,1
166,6,120,5,2,1,60,60,2,60,1
166,6,121,17,4,3,60,60,2,60,1
166,6,122,19,4,5,40,40,2,40,1
166,6,123,18,4,4,50,50,2,50,1
166,6,124,15,4,1,80,80,2,80,1
166,6,125,6,2,2,50,50,2,50,1
166,6,126,20,5,2,80,80,2,80,1
166,6,127,11,3,2,60,70,2,70,1
166,6,128,16,4,2,70,70,2,70,1
166,6,129,3,1,3,30,30,2,30,1
166,6,130,7,2,3,40,40,2,40,1
166,6,131,23,5,5,50,50,2,50,1
166,6,132,9,2,5,20,30,2,30,1
166,6,133,22,5,4,60,60,2,60,1
166,6,134,10,3,1,70,70,2,70,1
166,6,135,14,3,5,30,30,2,30,1
166,6,136,21,5,3,70,70,2,70,1
166,6,137,2,1,2,40,40,2,40,1
166,6,138,1,1,1,50,50,2,50,1
166,7,139,13,3,4,40,40,2,40,1
166,7,140,18,4,4,50,50,2,50,1
166,7,141,17,4,3,60,60,2,60,1
166,7,142,7,2,3,40,40,2,40,1
166,7,143,11,3,2,60,60,2,60,1
166,7,144,1,1,1,50,50,2,50,1
166,7,145,15,4,1,80,80,2,80,1
166,7,146,8,2,4,30,30,2,30,1
166,7,147,22,5,4,60,60,2,60,1
166,7,148,19,4,5,40,40,2,40,1
166,7,149,16,4,2,70,70,2,70,1
166,7,150,14,3,5,30,30,2,30,1
166,7,151,5,2,1,60,60,2,60,1
166,7,152,10,3,1,70,70,2,70,1
166,7,153,6,2,2,50,50,2,50,1
166,7,154,4,1,4,20,20,2,20,1
166,7,155,9,2,5,20,20,2,20,1
166,7,156,12,3,3,50,50,2,50,1
166,7,157,23,5,5,50,50,2,50,1
166,7,158,2,1,2,40,40,2,40,1
166,7,159,3,1,3,30,30,2,30,1
166,7,160,21,5,3,70,70,2,70,1
166,7,161,20,5,2,80,80,2,80,1
166,8,162,19,4,5,40,40,2,40,1
166,8,163,1,1,1,50,50,2,50,1
166,8,164,14,3,5,30,30,2,30,1
166,8,165,2,1,2,40,40,2,40,1
166,8,166,3,1,3,30,30,2,30,1
166,8,167,17,4,3,60,60,2,60,1
166,8,168,6,2,2,50,50,2,50,1
166,8,169,7,2,3,40,40,2,40,1
166,8,170,8,2,4,30,30,2,30,1
166,8,171,20,5,2,80,70,2,70,1
166,8,172,9,2,5,20,20,2,20,1
166,8,173,5,2,1,60,60,2,60,1
166,8,174,12,3,3,50,50,2,50,1
166,8,175,16,4,2,70,70,2,70,1
166,8,176,15,4,1,80,80,2,80,1
166,8,177,11,3,2,60,60,2,60,1
166,8,178,22,5,4,60,60,2,60,1
166,8,179,18,4,4,50,50,2,50,1
166,8,180,23,5,5,50,50,2,50,1
166,8,181,21,5,3,70,70,2,70,1
166,8,182,4,1,4,20,20,2,20,1
166,8,183,10,3,1,70,70,2,70,1
166,8,184,13,3,4,40,40,2,40,1
166,9,185,21,5,3,70,70,2,70,1
166,9,186,7,2,3,40,40,2,40,1
166,9,187,20,5,2,80,70,2,70,1
166,9,188,23,5,5,50,50,2,50,1
166,9,189,16,4,2,70,70,2,70,1
166,9,190,14,3,5,30,30,2,30,1
166,9,191,13,3,4,40,40,2,40,1
166,9,192,5,2,1,60,40,2,40,1
166,9,193,15,4,1,80,80,2,80,1
166,9,194,6,2,2,50,50,2,50,1
166,9,195,1,1,1,50,50,2,50,1
166,9,196,8,2,4,30,30,2,30,1
166,9,197,2,1,2,40,40,2,40,1
166,9,198,9,2,5,20,20,2,20,1
166,9,199,11,3,2,60,60,2,60,1
166,9,200,17,4,3,60,60,2,60,1
166,9,201,4,1,4,20,20,2,20,1
166,9,202,12,3,3,50,50,2,50,1
166,9,203,22,5,4,60,60,2,60,1
166,9,204,19,4,5,40,40,2,40,1
166,9,205,3,1,3,30,30,2,30,1
166,9,206,10,3,1,70,70,2,70,1
166,9,207,18,4,4,50,50,2,50,1
166,10,208,18,4,4,50,50,2,50,1
166,10,209,9,2,5,20,20,2,20,1
166,10,210,17,4,3,60,60,2,60,1
166,10,211,12,3,3,50,50,2,50,1
166,10,212,1,1,1,50,50,2,50,1
166,10,213,8,2,4,30,30,2,30,1
166,10,214,4,1,4,20,20,2,20,1
166,10,215,2,1,2,40,40,2,40,1
166,10,216,15,4,1,80,70,2,70,1
166,10,217,14,3,5,30,30,2,30,1
166,10,218,11,3,2,60,60,2,60,1
166,10,219,6,2,2,50,50,2,50,1
166,10,220,3,1,3,30,30,2,30,1
166,10,221,19,4,5,40,40,2,40,1
166,10,222,7,2,3,40,40,2,40,1
166,10,223,16,4,2,70,70,2,70,1
166,10,224,20,5,2,80,80,2,80,1
166,10,225,5,2,1,60,60,2,60,1
166,10,226,22,5,4,60,60,2,60,1
166,10,227,21,5,3,70,70,2,70,1
166,10,228,23,5,5,50,50,2,50,1
166,10,229,10,3,1,70,70,2,70,1
166,10,230,13,3,4,40,60,2,60,1
166,11,1,11,3,1,70,70,2,70,1
166,11,2,6,2,1,60,60,2,60,1
166,11,3,5,1,5,10,10,2,10,1
166,11,4,12,3,2,60,60,2,60,1
166,11,5,17,4,2,70,70,2,70,1
166,11,6,25,5,5,50,50,2,50,1
166,11,7,15,3,5,30,30,2,30,1
166,11,8,14,3,4,40,40,2,40,1
166,11,9,22,5,2,80,80,2,80,1
166,11,10,10,2,5,20,20,2,20,1
166,11,11,16,4,1,80,80,2,80,1
166,11,12,2,1,2,40,40,2,40,1
166,11,13,18,4,3,60,60,2,60,1
166,11,14,20,4,5,40,40,2,40,1
166,11,15,4,1,4,20,20,2,20,1
166,11,16,9,2,4,30,30,2,30,1
166,11,17,1,1,1,50,50,2,50,1
166,11,18,21,5,1,90,90,2,90,1
166,11,19,3,1,3,30,30,2,30,1
166,11,20,24,5,4,60,60,2,60,1
166,11,21,19,4,4,50,50,2,50,1
166,11,22,8,2,3,40,40,2,40,1
166,11,23,7,2,2,50,50,2,50,1
166,11,24,23,5,3,70,70,2,70,1
166,11,25,13,3,3,50,50,2,50,1
166,12,26,17,4,2,70,70,2,70,1
166,12,27,16,4,1,80,80,2,80,1
166,12,28,14,3,4,40,40,2,40,1
166,12,29,8,2,3,40,40,2,40,1
166,12,30,20,4,5,40,40,2,40,1
166,12,31,10,2,5,20,20,2,20,1
166,12,32,7,2,2,50,50,2,50,1
166,12,33,2,1,2,40,40,2,40,1
166,12,34,21,5,1,90,90,2,90,1
166,12,35,4,1,4,20,20,2,20,1
166,12,36,18,4,3,60,60,2,60,1
166,12,37,1,1,1,50,50,2,50,1
166,12,38,13,3,3,50,50,2,50,1
166,12,39,6,2,1,60,60,2,60,1
166,12,40,25,5,5,50,50,2,50,1
166,12,41,12,3,2,60,60,2,60,1
166,12,42,19,4,4,50,50,2,50,1
166,12,43,15,3,5,30,30,2,30,1
166,12,44,24,5,4,60,60,2,60,1
166,12,45,11,3,1,70,70,2,70,1
166,12,46,22,5,2,80,80,2,80,1
166,12,47,5,1,5,10,10,2,10,1
166,12,48,9,2,4,30,30,2,30,1
166,12,49,23,5,3,70,70,2,70,1
166,12,50,3,1,3,30,30,2,30,1
167,1,1,19,A lot,Very much,High,30,3,Low,1
167,1,2,2,Very little,Average,Normal,40,3,Somewhat low,1
167,1,3,18,A lot,A lot,Somewhat high,50,3,Normal,1
167,1,4,16,A lot,A little,Somewhat low,50,3,Normal,1
167,1,5,11,Average,A little,Normal,50,3,Normal,1
167,1,6,8,A little,A lot,Somewhat low,60,3,Somewhat high,1
167,1,7,23,Very much,Very much,Extremely high,70,3,High,1
167,1,8,3,Very little,A lot,Low,60,3,Somewhat high,1
167,1,9,1,Very little,A little,High,40,3,Somewhat low,1
167,1,10,22,Very much,A lot,High,80,3,Very high,1
167,1,11,4,Very little,Very much,Extremely low,50,3,Normal,1
167,1,12,20,Very much,A little,Low,80,3,Very high,1
167,1,13,5,A little,Very little,High,40,3,Somewhat low,1
167,1,14,10,Average,Very little,Normal,50,3,Normal,1
167,1,15,14,Average,Very much,Normal,70,3,High,1
167,1,16,13,Average,A lot,Normal,70,3,High,1
167,1,17,9,A little,Very much,Low,30,3,Low,1
167,1,18,6,A little,A little,Somewhat high,90,3,Extremely high,1
167,1,19,15,A lot,Very little,Low,40,3,Somewhat low,1
167,1,20,21,Very much,Average,Normal,20,3,Very low,1
167,1,21,17,A lot,Average,Normal,50,3,Normal,1
